scalerS16b	IPM2C21A	IPM2C24A	
439	1.27422e+07	5.66605	5.46518
430	1.23835e+07	5.66605	5.46518
437	1.33065e+07	5.66605	5.46518
432	1.11694e+07	5.66605	5.46518
434	1.06937e+07	5.74015	5.53604
431	1.20848e+07	5.6069	5.40767
435	6.98012e+06	5.66215	5.46056
435	6.98012e+06	5.66215	5.46056
433	6.65627e+06	5.66215	5.46056
434	1.01288e+07	5.66215	5.46056
434	1.08168e+07	5.66215	5.46056
433	1.30686e+07	5.66215	5.46056
431	1.14138e+07	5.66215	5.46056
431	8.22956e+06	5.66215	5.46056
430	9.8949e+06	5.66215	5.46056
439	7.13235e+06	5.66215	5.46056
433	9.947e+06	5.74275	5.53912
434	9.25529e+06	5.74275	5.53912
430	1.17389e+07	5.74275	5.53912
433	1.34905e+07	5.6602	5.46005
433	1.14327e+07	5.6602	5.46005
433	1.25286e+07	5.6602	5.46005
437	1.19691e+07	5.6602	5.46005
433	1.30531e+07	5.6602	5.46005
434	1.16463e+07	5.6602	5.46005
430	1.18628e+07	5.7317	5.52834
431	1.14474e+07	5.6095	5.41075
427	1.30519e+07	5.6095	5.41075
434	1.29157e+07	5.6095	5.41075
433	1.31343e+07	5.6095	5.41075
438	1.15943e+07	5.6849	5.48367
436	1.0412e+07	5.6849	5.48367
434	1.1654e+07	5.6849	5.48367
438	1.36626e+07	5.6849	5.48367
435	1.21607e+07	5.6849	5.48367
438	1.28922e+07	5.7434	5.54015
433	1.18025e+07	5.6836	5.48161
442	1.37556e+07	5.7577	5.55299
442	1.37556e+07	5.6836	5.48213
433	1.07427e+07	5.6836	5.48213
436	1.19278e+07	5.6836	5.48213
435	1.33319e+07	5.6836	5.48213
435	1.26858e+07	5.6836	5.48213
441	1.37632e+07	5.6836	5.48213
443	1.30661e+07	5.80645	5.60074
186	1.3665e+07	5.75185	5.54683
106	1.32207e+07	1.51125	1.43266
108	1.36477e+07	0	0
109	1.26766e+07	0	0
109	1.36248e+07	0	0
101	1.36958e+07	0	0
99	1.37854e+07	0	0
100	1.37854e+07	0	0
97	1.36551e+07	0	0
99	1.35303e+07	0	0
