scalerS16b	IPM2C21A	IPM2C24A	
66536	1.36661e+07	76.141	73.2559
65274	1.17257e+07	75.842	72.6808
59515	1.37289e+07	75.374	68.6344
56702	1.38531e+07	66.17	63.1194
56473	1.38531e+07	65.351	62.4621
56362	1.37644e+07	64.61	62.6573
56101	1.23939e+07	65.299	62.3286
56390	1.32485e+07	64.701	62.3286
55129	1.27102e+07	64.22	61.1784
55583	8.13929e+06	63.648	61.774
55062	1.09428e+07	63.778	61.5378
55705	1.38132e+07	63.583	60.6238
55637	1.38132e+07	63.583	61.8459
55338	1.34884e+07	64.246	61.1681
54904	1.31203e+07	63.505	60.7984
55591	1.27254e+07	63.076	61.2092
54686	1.37654e+07	63.674	61.1065
54724	1.38509e+07	63.206	61.0141
53944	1.28887e+07	62.946	60.4184
55277	1.36056e+07	62.803	60.2027
55402	1.38362e+07	63.258	61.1887
55219	1.38362e+07	63.518	61.0551
54475	1.33672e+07	63.219	60.9935
54613	1.38419e+07	62.985	60.6238
54067	8.19341e+06	63.583	60.6238
53798	7.85782e+06	62.127	59.7406
54395	1.37945e+07	62.179	59.9254
54627	1.37945e+07	62.062	59.8536
54382	1.37945e+07	62.751	60.706
54382	1.37945e+07	62.959	60.2438
53930	1.37945e+07	62.712	60.2438
54896	9.8504e+06	61.958	60.2438
54995	9.3611e+06	62.673	60.5314
53851	1.38507e+07	63.076	60.2746
54704	1.38507e+07	62.439	60.2746
54862	1.10779e+07	62.998	60.5827
54959	1.3426e+07	63.089	60.8189
53581	1.35739e+07	62.894	60.1308
54038	1.19368e+07	62.244	60.0692
54107	1.29496e+07	61.893	59.7509
53727	1.37801e+07	61.997	60.1719
54301	1.37801e+07	62.296	59.5146
54173	1.37048e+07	62.296	59.5146
53953	1.37743e+07	62.127	60.1411
54214	1.33243e+07	62.127	59.7098
54485	1.36668e+07	62.452	60.2644
53736	1.35688e+07	62.452	59.4736
54217	1.35688e+07	61.737	59.8638
53034	1.16736e+07	62.322	59.4017
53815	1.37681e+07	61.022	59.3195
53902	1.22531e+07	61.945	59.7303
53477	1.3853e+07	61.672	59.6482
53609	1.1853e+07	61.672	59.3709
53505	1.38595e+07	61.581	59.4633
54271	1.38595e+07	61.958	59.3298
53534	1.38595e+07	61.711	59.8638
53782	1.37872e+07	62.205	59.7714
54026	1.28057e+07	62.205	59.5557
54414	1.37881e+07	61.698	59.7611
53913	1.37881e+07	62.14	59.8844
53913	1.37881e+07	62.647	59.8844
53365	1.37881e+07	61.789	59.3914
53658	1.37881e+07	61.685	59.3914
53562	1.37881e+07	61.581	59.3914
53820	1.35542e+07	61.984	59.7919
53576	1.38567e+07	61.685	59.1141
53986	1.38567e+07	61.685	59.6276
53606	1.38567e+07	61.841	59.2682
53470	1.38567e+07	61.841	59.1449
53886	1.38567e+07	61.49	59.6071
53849	1.38567e+07	61.997	59.7919
53984	1.38567e+07	62.127	60.1206
54467	1.38567e+07	62.127	59.7509
54538	1.38567e+07	62.4	60.2438
53678	1.18649e+07	62.517	59.8022
54134	8.07711e+06	61.711	59.8536
54162	1.29694e+07	62.751	59.9871
54803	1.35336e+07	62.309	60.4081
54355	9.4175e+06	62.725	60.3568
54634	1.28038e+07	62.621	60.1617
53297	1.33915e+07	62.621	60.2541
54339	1.1506e+07	61.984	59.3606
53980	1.38409e+07	62.348	60.0076
54252	1.38409e+07	62.01	60.0076
54247	1.38409e+07	62.855	60.1719
54012	1.38409e+07	62.049	60.0384
54331	1.38409e+07	62.322	59.72
54331	1.38409e+07	62.374	60.1514
54089	1.38409e+07	62.53	60.2541
54478	1.38409e+07	62.712	59.946
53476	1.38409e+07	61.971	60.1103
53476	1.38409e+07	62.296	59.4222
53724	1.38409e+07	61.906	59.566
54087	1.33172e+07	61.906	59.8433
54406	1.05327e+07	62.387	60.213
54394	1.3846e+07	62.842	60.0692
54409	1.3846e+07	62.231	60.0692
52740	1.29194e+07	62.478	59.5352
51287	1.38269e+07	60.58	57.2347
51988	1.38269e+07	59.293	57.2347
46067	1.3157e+07	59.293	55.7353
42643	1.35141e+07	52.689	47.0879
42164	1.37671e+07	48.659	46.9134
37564	1.38609e+07	37.011	46.1945
33955	1.36892e+07	43.706	38.0606
34357	1.38605e+07	38.883	27.6212
33692	1.38605e+07	39.169	37.2442
33912	1.3672e+07	38.8635	37.5523
32193	1.38599e+07	38.974	37.3725
31407	1.38599e+07	37.8885	34.8512
31203	8.62966e+06	35.919	34.6767
31366	1.3841e+07	35.997	34.5175
31227	1.3841e+07	35.997	34.5175
30138	1.3841e+07	36.114	34.5945
29686	1.3841e+07	35.5095	33.1053
29820	1.3841e+07	33.7935	32.5559
29550	1.3639e+07	34.268	32.8024
29337	1.37996e+07	33.9105	32.5918
29048	1.37996e+07	33.9105	32.484
28396	1.38855e+07	33.9625	32.1246
28510	1.38855e+07	32.9355	31.2927
28246	1.38855e+07	32.5585	31.4519
28246	1.38855e+07	32.5585	31.3646
28881	1.38855e+07	32.968	31.7292
27965	1.38855e+07	32.7665	31.1438
28137	1.35186e+07	32.214	30.9332
28171	1.38505e+07	32.214	30.8716
27820	1.29103e+07	32.0775	30.9538
27825	1.38402e+07	32.227	30.5892
27611	1.38402e+07	31.759	30.5019
27753	1.38402e+07	31.668	30.5019
27450	1.35287e+07	31.824	30.3735
27670	1.17095e+07	31.6355	30.507
27755	1.3831e+07	31.6355	30.3273
27326	1.3831e+07	31.915	30.5481
27742	1.3831e+07	31.447	30.3324
28005	1.3831e+07	31.759	30.5841
27306	1.3831e+07	32.032	30.4505
27856	1.3831e+07	31.5445	30.3119
27710	1.3831e+07	31.72	30.5327
27506	1.3831e+07	31.72	30.6508
27625	1.3831e+07	31.8305	30.4454
27506	1.27829e+07	31.7525	30.3684
27677	1.11516e+07	31.59	30.3684
27571	1.38366e+07	31.59	30.3684
27645	1.38366e+07	31.59	30.4814
28152	1.38366e+07	31.928	30.5892
27603	1.38366e+07	31.928	30.8305
27509	1.38366e+07	32.0125	30.5481
27884	1.38366e+07	31.655	30.5481
27981	1.38366e+07	31.772	30.6097
27798	1.38366e+07	32.1035	30.7997
27845	1.38366e+07	32.1035	30.6714
27845	1.38366e+07	31.9605	30.7535
27695	1.37438e+07	31.746	30.5224
27614	1.38415e+07	31.746	30.5943
27731	1.38415e+07	32.0255	30.4916
27917	1.38415e+07	31.837	30.81
27973	1.38415e+07	31.837	30.6457
27644	1.38415e+07	31.8955	30.466
27393	1.38415e+07	31.668	30.1579
27157	1.38415e+07	31.4015	30.2349
27377	1.39777e+07	31.4015	30.2349
27567	1.38443e+07	31.278	30.0654
27230	1.38443e+07	31.5575	30.3016
27472	1.38443e+07	31.2065	29.8806
27122	1.37275e+07	31.4665	30.2554
27331	1.3864e+07	31.2975	30.0654
27199	1.3864e+07	31.369	29.9627
26844	1.3864e+07	31.2325	30.0141
27392	1.35775e+07	31.0375	29.9011
27173	1.38433e+07	31.239	29.9011
27043	1.38433e+07	30.927	29.9011
26762	1.38433e+07	31.1415	29.9011
27384	1.38433e+07	31.1415	29.67
26633	1.38433e+07	31.0635	30.0243
27214	1.38433e+07	31.0635	29.5981
26799	1.38433e+07	30.9985	29.9422
27097	1.38433e+07	30.9075	29.6341
27160	1.38433e+07	31.226	29.8241
26971	1.37293e+07	30.9465	29.9525
27043	1.38432e+07	31.1675	29.7419
26917	1.38432e+07	30.979	29.8754
27153	1.38432e+07	30.979	29.6906
27153	1.38432e+07	30.979	29.7676
27119	1.38432e+07	31.0765	29.7676
26748	1.38432e+07	31.1285	29.7676
27121	1.38432e+07	30.9205	29.8343
26962	1.36313e+07	31.057	29.5108
26773	1.38511e+07	30.8425	29.8292
27371	1.38511e+07	30.94	29.8292
26843	1.373e+07	31.2845	29.7471
27051	1.38952e+07	30.8685	29.7471
24939	1.36037e+07	31.0505	29.6084
18094	1.371e+07	27.937	22.024
18120	1.38682e+07	20.722	19.9033
17980	1.38682e+07	14.6477	13.998
18132	1.38682e+07	20.54	19.6183
17121	1.38682e+07	20.54	19.8339
14489	1.37497e+07	19.8867	17.02
14606	1.21169e+07	16.4905	15.8415
14551	1.38201e+07	16.4905	15.8415
14599	1.33796e+07	16.562	15.8415
13810	1.25501e+07	16.4775	15.7799
12458	1.38522e+07	16.2598	14.455
12485	1.38522e+07	14.0367	13.5538
12511	1.33942e+07	14.1537	13.5538
12545	1.11392e+07	14.0725	13.5538
11980	1.35812e+07	14.1407	13.6077
11190	1.07587e+07	14.0757	12.876
11125	1.39022e+07	12.7855	12.0981
11292	1.26842e+07	9.2976	12.0981
11229	1.0902e+07	12.6464	12.152
10877	1.38443e+07	12.6464	12.152
10431	1.36737e+07	12.5697	11.8362
10431	1.36737e+07	11.8716	11.3278
10632	1.08621e+07	11.7442	11.3278
10419	1.07605e+07	11.8677	11.3278
10410	1.31867e+07	11.8092	11.3278
10325	1.07376e+07	11.7052	11.1763
10082	1.2203e+07	11.4959	10.935
9990	1.38342e+07	11.2905	10.8143
10212	1.28643e+07	11.2905	10.9016
10146	1.30302e+07	11.3984	10.9016
9920	1.36987e+07	11.3984	10.9709
9787	1.36987e+07	11.1267	10.5319
9714	1.38595e+07	10.9772	10.5319
9762	1.2708e+07	10.894	10.5319
9737	1.29562e+07	10.9447	10.5319
9682	1.38498e+07	10.9447	10.5319
9535	1.38498e+07	10.8459	10.3701
9608	1.38498e+07	10.7549	10.3162
9358	1.38498e+07	10.7549	10.3162
9459	1.38498e+07	10.634	10.1468
9473	1.37719e+07	10.634	7.41083
9564	1.3844e+07	10.634	10.2402
9428	1.3844e+07	10.7302	10.2402
9295	1.3844e+07	10.5989	10.1427
9388	1.30572e+07	10.4858	10.1427
9471	1.38558e+07	10.6093	10.1427
9352	1.38558e+07	10.5352	10.1427
5960	1.3585e+07	10.5352	10.0862
319	1.27371e+07	10.2843	6.04492
319	1.33619e+07	0.8229	0
319	1.38536e+07	0	0
323	1.30901e+07	0	0
323	1.30901e+07	0	0
324	9.77753e+06	0	0
324	1.38344e+07	0	0
326	1.38344e+07	0	0
328	1.38344e+07	0	0
327	1.38344e+07	0	0
334	1.37587e+07	0	0
328	1.37587e+07	0	0
329	1.38352e+07	0	0
331	1.38352e+07	0	0
333	1.3684e+07	0	0
331	1.32353e+07	0	0
332	1.38594e+07	0	0
333	1.38594e+07	0	0
328	1.38594e+07	0	0
335	1.16926e+07	0	0
330	1.38567e+07	0	0
334	1.38567e+07	0	0
332	1.34613e+07	0	0
330	1.20551e+07	0	0
326	1.29308e+07	0	0
324	1.38498e+07	0	0
321	1.38498e+07	0	0
319	1.38498e+07	0	0
319	1.38498e+07	0	0
322	1.38498e+07	0	0
324	1.38498e+07	0	0
324	1.38498e+07	0	0
325	1.38498e+07	0	0
325	1.38498e+07	0	0
324	1.37679e+07	0	0
324	1.37679e+07	0	0
322	1.38456e+07	0	0
326	1.38456e+07	0	0
327	1.38456e+07	0	0
324	1.38456e+07	0	0
327	1.38456e+07	0	0
327	1.38456e+07	0	0
325	1.38456e+07	0	0
328	1.39498e+07	0	0
331	1.36607e+07	0	0
328	1.38449e+07	0	0
329	1.29585e+07	0	0
326	1.38727e+07	0	0
327	1.38727e+07	0	0
325	1.38727e+07	0	0
