scalerS16b	IPM2C21A	IPM2C24A	
2678	1.3894e+07	31.499	30.3016
2678	1.3894e+07	31.252	30.05
2691	1.3894e+07	31.6355	30.4403
2685	1.3894e+07	31.278	30.086
2652	1.3894e+07	30.901	29.7162
2653	1.3894e+07	30.966	29.783
2665	1.3894e+07	30.966	29.783
2717	1.3894e+07	31.6095	30.4043
2687	1.3894e+07	31.5575	30.4043
1079	1.3894e+07	23.5755	22.6197
521	1.3894e+07	0	0
517	1.3894e+07	0	0
517	1.3894e+07	0	0
520	1.3894e+07	0	0
520	1.3894e+07	0	0
523	1.3894e+07	0	0
518	1.3894e+07	0	0
523	1.3894e+07	0	0
522	1.3894e+07	0	0
